id;Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes;total_amendements;total_mots;short_title;loi_dite;assemblee_id
pjl14-328;projet de loi autorisant l'approbation de la Convention postale universelle;projet de loi;2014-12-03;https://www.senat.fr/dossier-legislatif/pjl14-328.html;promulgué;;;2015-05-21;Loi n° 2015-553 du 20 mai 2015;Affaires étrangères et coopération,Traités et conventions;0;0;Convention postale universelle;;14-approbation_convention_postale_universelle
ppl19-154;proposition de loi visant à réformer le régime des catastrophes naturelles;proposition de loi;2019-11-27;https://www.senat.fr/dossier-legislatif/ppl19-154.html;;;;;;Environnement,Économie et finances, fiscalité;52;29324;Réformer le régime des catastrophes naturelles;;15-reforme_regime_catastrophes_naturelles
15-ratification_ordonnance_2020-390;Report du second tour du renouvellement des conseillers municipaux et communautaires;projet de loi;2020-04-22;http://www.assemblee-nationale.fr/dyn/15/dossiers/ratification_ordonnance_2020-390;;;;;;;0;0;Report du second tour du renouvellement des conseillers municipaux et communautaires;;15-ratification_ordonnance_2020-390
pjl12-021;projet de loi autorisant la ratification du traité sur la stabilité, la coordination et la gouvernance au sein de l'Union économique et monétaire;projet de loi;2012-09-19;https://www.senat.fr/dossier-legislatif/pjl12-021.html;promulgué;;;2012-10-23;Loi n° 2012-1171 du 22 octobre 2012;Affaires étrangères et coopération,Union européenne,Budget,Économie et finances, fiscalité;5;181527;Traité sur la stabilité, la coordination et la gouvernance au sein de l'UEM;;14-ratification_traite_stabilite_coordination_gouvernance
pjl12-419;projet de loi autorisant la ratification de la convention du Conseil de l'Europe relative au blanchiment, au dépistage, à la saisie et à la confiscation des produits du crime et au financement du terrorisme;projet de loi;2013-02-06;https://www.senat.fr/dossier-legislatif/pjl12-419.html;promulgué;;;2015-10-01;Loi n° 2015-1197 du 30 septembre 2015;Affaires étrangères et coopération,Union européenne,Traités et conventions;0;0;Lutte contre le terrorisme;;14-convention_Conseil_Europe_financement_terrorisme
pjl07-277;projet de loi autorisant l'adhésion à la convention internationale pour le contrôle et la gestion des eaux de ballast et sédiments des navires;projet de loi;2008-01-16;https://www.senat.fr/dossier-legislatif/pjl07-277.html;promulgué;;;2008-05-23;Loi n° 2008-476 du 22 mai 2008;Agriculture et pêche,Affaires étrangères et coopération,Traités et conventions,Transports;0;0;Eaux de ballast et sédiments des navires;;13-convention_controle_ballast_sediments
15-interdiction_regime_europeen_travail_detache;Travail : interdiction du régime européen de travail détaché;proposition de loi;2019-01-09;http://www.assemblee-nationale.fr/dyn/15/dossiers/interdiction_regime_europeen_travail_detache;;;;;;;14;0;Travail : interdiction du régime européen de travail détaché;;15-interdiction_regime_europeen_travail_detache
pjl10-197;projet de loi autorisant l'approbation de l'accord-cadre entre la France et l'Inde relatif à la coopération dans le domaine de l'utilisation de l'espace extra-atmosphérique à des fins pacifiques;projet de loi;2010-07-07;https://www.senat.fr/dossier-legislatif/pjl10-197.html;promulgué;;;2011-03-23;Loi n° 2011-299 du 22 mars 2011;Affaires étrangères et coopération,Traités et conventions,Recherche, sciences et techniques;0;0;Inde;;13-Inde_espace
pjl11-760;projet de loi portant création des emplois d'avenir;projet de loi;2012-08-29;https://www.senat.fr/dossier-legislatif/pjl11-760.html;promulgué;partiellement conforme;2012-10-24;2012-10-27;Loi n° 2012-1189 du 26 octobre 2012;Économie et finances, fiscalité,Questions sociales et santé,Travail,Entreprises;545;610778;Emplois d'avenir;;14-creation_emplois_avenir
ppl13-410;proposition de loi relative à la procédure applicable devant le conseil de prud'hommes dans le cadre d'une prise d'acte de rupture du contrat de travail par le salarié;proposition de loi;2013-06-26;https://www.senat.fr/dossier-legislatif/ppl13-410.html;promulgué;;;2014-07-02;Loi n° 2014-743 du 1er juillet 2014;Justice,Travail;14;25687;Rupture du contrat de travail;;14-effets_prise_acte_rupture_contrat_travail_salarie
pjl09-321;projet de loi organique prorogeant le mandat des membres du Conseil supérieur de la magistrature;projet de loi;2010-01-27;https://www.senat.fr/dossier-legislatif/pjl09-321.html;promulgué;;2010-05-20;2010-05-26;Loi n° 2010-541 du 25 mai 2010;Pouvoirs publics et Constitution,Justice;0;46294;Conseil supérieur de la magistrature (texte organique);;13-prorogation_CSM
15-apporbation_accord_maurice_defense;Approbation de l’accord entre le Gouvernement de la République française et le Gouvernement de la République de Maurice relatif à la coopération en matière de défense et au statut des forces;projet de loi;2021-05-26;http://www.assemblee-nationale.fr/dyn/15/dossiers/apporbation_accord_maurice_defense;;;;;;;0;0;Approbation de l’accord entre le Gouvernement de la République française et le Gouvernement de la République de Maurice relatif à la coopération en matière de défense et au statut des forces;;15-apporbation_accord_maurice_defense
pjl07-465;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Congo relatif à la gestion concertée des flux migratoires et au codéveloppement;projet de loi;2008-07-15;https://www.senat.fr/dossier-legislatif/pjl07-465.html;promulgué;;;2009-05-26;Loi n° 2009-580 du 25 mai 2009;Affaires étrangères et coopération,Traités et conventions;0;20941;Congo;;13-congo_codeveloppement
pjl18-709;projet de loi autorisant l'approbation de la convention d'entraide judiciaire en matière pénale et de la convention d'extradition entre le Gouvernement de la République française et le Gouvernement de la République du Niger;projet de loi;2019-09-04;https://www.senat.fr/dossier-legislatif/pjl18-709.html;promulgué;;;2021-01-28;Loi n° 2021-66 du 27 janvier 2021;Affaires étrangères et coopération;0;0;Accord France - Niger;;15-conventions_entraide_penale_extradition_niger
pjl08-247;projet de loi autorisant l'approbation de la convention entre la France et le Royaume-Uni en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu et sur les gains en capital;projet de loi;2009-03-04;https://www.senat.fr/dossier-legislatif/pjl08-247.html;promulgué;;;2009-12-03;Loi n° 2009-1470 du 2 décembre 2009;Affaires étrangères et coopération,Économie et finances, fiscalité;0;126190;Grande-Bretagne;;13-ru_imposition_fraude
15-legalisation_controlee_production_vente_cannabis;Légalisation contrôlée de la production et de la vente de cannabis;proposition de loi;2019-07-02;http://www.assemblee-nationale.fr/dyn/15/dossiers/legalisation_controlee_production_vente_cannabis;;;;;;;18;0;Légalisation contrôlée de la production et de la vente de cannabis;;15-legalisation_controlee_production_vente_cannabis
ppl12-447;proposition de loi visant à prolonger la durée de vie des agences pour la mise en valeur des espaces urbains de la zone dite des cinquante pas géométriques;proposition de loi;2013-03-26;https://www.senat.fr/dossier-legislatif/ppl12-447.html;promulgué;;;2013-10-18;Loi n° 2013-922 du 17 octobre 2013;Collectivités territoriales,Outre-mer,Aménagement du territoire;4;110033;Zone dite des cinquante pas géométriques;;14-cinquante_pas_geometriques_espaces_urbains
pjl08-014;projet de loi relatif au transfert aux départements des parcs de l'équipement et à l'évolution de la situation des ouvriers des parcs et ateliers;projet de loi;2008-10-14;https://www.senat.fr/dossier-legislatif/pjl08-014.html;promulgué;;;2009-10-27;Loi n° 2009-1291 du 26 octobre 2009;Collectivités territoriales,Fonction publique;55;68947;Parcs et ateliers;;13-parcs_ateliers
pjl14-414;projet de loi autorisant la ratification de l'accord-cadre global de partenariat et de coopération entre l'Union européenne et ses Etats membres, d'une part, et la République socialiste du Viêt Nam, d'autre part;projet de loi;2015-04-15;https://www.senat.fr/dossier-legislatif/pjl14-414.html;promulgué;;;2016-03-31;Loi n° 2016-371 du 30 mars 2016;Affaires étrangères et coopération,Union européenne;0;7783;Coopération avec le Viêt-Nam;;14-accord-cadre_partenariat_UE_Vietnam
pjl09-395;projet de loi organique relatif au Conseil économique, social et environnemental;projet de loi;2009-08-25;https://www.senat.fr/dossier-legislatif/pjl09-395.html;promulgué;partiellement conforme;2010-06-24;2010-06-29;Loi n° 2010-704 du 28 juin 2010;Environnement,Pouvoirs publics et Constitution,Économie et finances, fiscalité;109;94795;Conseil économique, social et environnemental (texte organique);;13-Conseil_economique-social-environnemental
pjl17-567;projet de loi portant évolution du logement, de l'aménagement et du numérique;projet de loi;2018-04-04;https://www.senat.fr/dossier-legislatif/pjl17-567.html;promulgué;partiellement conforme;2018-11-15;2018-11-24;Loi n° 2018-1021 du 23 novembre 2018;Logement et urbanisme,Aménagement du territoire;7901;1154798;Évolution du logement, de l'aménagement et du numérique;;15-evolution_logement_amenagement_numerique
pjl08-364;projet de loi portant réforme du crédit à la consommation;projet de loi;2008-11-13;https://www.senat.fr/dossier-legislatif/pjl08-364.html;promulgué;;;2010-07-02;Loi n° 2010-737 du 1er juillet 2010;Société,Économie et finances, fiscalité;484;284764;Crédit à la consommation;loi Lagarde;13-refor_credit_conso
pjl18-230;projet de loi portant mesures d'urgence économiques et sociales;projet de loi;2018-12-19;https://www.senat.fr/dossier-legislatif/pjl18-230.html;promulgué;;;2018-12-26;Loi n° 2018-1213 du 24 décembre 2018;Société,Économie et finances, fiscalité,Questions sociales et santé;441;144453;Mesures d'urgence économiques et sociales;;15-mesures_urgence_economiques_sociales
ppl18-333;proposition de loi pour une mise en cohérence du territoire des intercommunalités avec les limites des départements et des régions;proposition de loi;2019-02-20;https://www.senat.fr/dossier-legislatif/ppl18-333.html;;;;;;Collectivités territoriales;0;0;Mise en cohérence du territoire des intercommunalités;;
pjl11-715;projet de loi autorisant la ratification de l'accord sur le transport aérien entre le Canada et la Communauté européenne et ses États membres;projet de loi;2012-03-14;https://www.senat.fr/dossier-legislatif/pjl11-715.html;promulgué;;;2012-11-24;Loi n° 2012-1291 du 22 novembre 2012;Affaires étrangères et coopération,Traités et conventions,Transports;0;22916;Accord sur le transport aérien;;14-accord_transport_aerien_Canada
ppl08-228;proposition de loi relative à la solidarité dans les domaines de l'alimentation en eau et de l'assainissement;proposition de loi;2009-02-18;https://www.senat.fr/dossier-legislatif/ppl08-228.html;promulgué;;;2011-02-08;Loi n° 2011-156 du 7 février 2011;Collectivités territoriales,Environnement,Logement et urbanisme,Aménagement du territoire;54;38606;Communes;;13-alimentation_eau_assainissement
pjl14-119;projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de la propriété littéraire et artistique et du patrimoine culturel;projet de loi;2014-10-22;https://www.senat.fr/dossier-legislatif/pjl14-119.html;promulgué;;;2015-02-22;Loi n° 2015-195 du 20 février 2015;Culture;67;63206;Propriété littéraire et artistique et patrimoine culturel;;14-adaptation_droit_UE_propriete_litteraire_artistique
pjl07-267;projet de loi relatif à la mobilité et aux parcours professionnels dans la fonction publique;projet de loi;2008-04-09;https://www.senat.fr/dossier-legislatif/pjl07-267.html;promulgué;;;2009-08-06;Loi n° 2009-972 du 3 août 2009;Fonction publique;106;101677;Fonction publique;;13-mobilite_fonctionnaires
ppl12-819;proposition de loi relative aux missions de l'Établissement national des produits agricoles et de la pêche maritime;proposition de loi;2013-07-29;https://www.senat.fr/dossier-legislatif/ppl12-819.html;promulgué;;;2013-12-28;Loi n° 2013-1229 du 27 décembre 2013;Agriculture et pêche;2;43613;Établissement national des produits agricoles et de la pêche maritime;;14-missions_FranceAgriMer
pjl11-592;projet de loi relatif au harcèlement sexuel;projet de loi;2012-05-11;https://www.senat.fr/dossier-legislatif/pjl11-592.html;promulgué;;;2012-08-07;Loi n° 2012-954 du 6 août 2012;Société,Questions sociales et santé,Entreprises;172;302020;Harcèlement sexuel;;14-harcelement_sexuel
ppl18-300;proposition de loi visant à moderniser la régulation du marché de l'art;proposition de loi;2019-02-07;https://www.senat.fr/dossier-legislatif/ppl18-300.html;;;;;;Société,Culture,Économie et finances, fiscalité;81;21407;Modernisation de la régulation du marché de l'art;;15-regulation_marche_art
pjl18-523;projet de loi autorisant l'approbation du protocole entre le Gouvernement de la République française et le Gouvernement de la République d'Arménie concernant la réadmission des personnes en séjour irrégulier;projet de loi;2019-05-22;https://www.senat.fr/dossier-legislatif/pjl18-523.html;promulgué;;;2020-01-28;Loi n° 2020-47 du 27 janvier 2020;Affaires étrangères et coopération;0;0;Accord France Arménie;;15-accord_armenie_readmission_sejour_irregulier
pjl11-524;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de Géorgie relatif à la coopération en matière de sécurité intérieure;projet de loi;2012-05-04;https://www.senat.fr/dossier-legislatif/pjl11-524.html;promulgué;;;2014-08-06;Loi n° 2014-876 du 4 août 2014;Affaires étrangères et coopération,Police et sécurité,Traités et conventions;0;0;Géorgie;;14-cooperation_securite_interieure_Georgie
